symptom_id,canonical,surface_form
SX_5b964a0135,round face,face has no sharp angles
SX_5b964a0135,round face,edges of face are rounded
SX_5b964a0135,round face,face curves inward slightly more
SX_e6d90d31cd,miscarriage,pregnancy ends too early
SX_e6d90d31cd,miscarriage,unborn child dies
SX_e6d90d31cd,miscarriage,unborn life is lost
SX_e6d90d31cd,miscarriage,pregnancy terminates prematurely
SX_e6d90d31cd,miscarriage,unborn child miscarries
SX_e6d90d31cd,miscarriage,pregnancy does not continue
SX_6f50d4a9ec,paroxysmal choreoathetosis,paroxysmal choreoathetosis
SX_f9d790a078,hot flashes,brief periods of hot sensation
SX_f9d790a078,hot flashes,quick bursts of warmth feeling
SX_f9d790a078,hot flashes,intense brief heat episodes occur
SX_f9d790a078,hot flashes,sudden intense heat flashes come
SX_f9d790a078,hot flashes,hot sudden temperature spikes rise
SX_f9d790a078,hot flashes,sudden warm sensations arise fast
SX_7fde1a78ac,abnormal vaginal bleeding,unusual vaginal discharge appears
SX_7fde1a78ac,abnormal vaginal bleeding,vaginal bleeding occurs irregularly
SX_7fde1a78ac,abnormal vaginal bleeding,bleeding happens without menstruation
SX_7fde1a78ac,abnormal vaginal bleeding,blood shows up unexpectedly
SX_7fde1a78ac,abnormal vaginal bleeding,vaginal flow is abnormal
SX_7fde1a78ac,abnormal vaginal bleeding,bleeding does not stop
SX_4eb1e16bf9,preeclampsia,blood pressure increases in pregnancy
SX_4eb1e16bf9,preeclampsia,hypertension persists throughout pregnancy
SX_4eb1e16bf9,preeclampsia,maternal hypertension occurs always
SX_4eb1e16bf9,preeclampsia,maternal blood pressure rises fast
SX_cb9e3d0d47,nevus,nevus
SX_e82c38820b,excessive sleep,sleeping too much every day
SX_e82c38820b,excessive sleep,too many hours asleep
SX_e82c38820b,excessive sleep,excessively long daytime naps
SX_e82c38820b,excessive sleep,sleeping excessively each morning
SX_e82c38820b,excessive sleep,many hours spent asleep daily
SX_e82c38820b,excessive sleep,long daytime sleep episodes occur
SX_9bcbd4c3c0,hopelessness,it's impossible to succeed
SX_9bcbd4c3c0,hopelessness,empty feeling inside me
SX_566ee19fc4,incoordination,incoordination
SX_063af52e8d,personality disorder,dependent personality traits shown
SX_bf0308c4f2,low self-esteem,feeling unworthy of love and respect
SX_bf0308c4f2,low self-esteem,not feeling proud of myself
SX_384aafcf9e,guilt,feeling responsible for a mistake
SX_384aafcf9e,guilt,remorse for actions not right
SX_384aafcf9e,guilt,regret over things done poorly
SX_384aafcf9e,guilt,shame for the harm caused
SX_384aafcf9e,guilt,conscience pricking at me now
SX_384aafcf9e,guilt,feeling responsible for wrongs done
SX_04347432fe,bipolar affective disorder,mood swings and emotional highs lows
SX_04347432fe,bipolar affective disorder,emotional instability with manic episodes
SX_04347432fe,bipolar affective disorder,manic depressive illness type one two
SX_04347432fe,bipolar affective disorder,emotional dysregulation with mood shifts
SX_04347432fe,bipolar affective disorder,mood disorders with high low phases
SX_04347432fe,bipolar affective disorder,rapid cycling mood disorder exists
SX_88f315c839,delusion,delusion
SX_ce6dcf9994,self-cutting,cutting own skin with sharp object
SX_ce6dcf9994,self-cutting,making cuts on own body surface
SX_ce6dcf9994,self-cutting,self inflicted lacerations or wounds
SX_ce6dcf9994,self-cutting,deliberate cutting of own skin
SX_ce6dcf9994,self-cutting,harming self through physical means
SX_ce6dcf9994,self-cutting,own body as canvas for cuts
SX_07432e4872,suicidal ideation,having thoughts of self harm
SX_07432e4872,suicidal ideation,thinking about ending my life
SX_07432e4872,suicidal ideation,wanting to die sometimes
SX_07432e4872,suicidal ideation,thinking about suicide often
SX_07432e4872,suicidal ideation,urging myself to stop
SX_07432e4872,suicidal ideation,feeling like i want to die
SX_7b5fc5a3de,restrictive behavior,certain behaviors not allowed here
SX_7b5fc5a3de,restrictive behavior,actions controlled by strict rules
SX_7b5fc5a3de,restrictive behavior,behaviors strictly regulated always
SX_7b5fc5a3de,restrictive behavior,particular choices restricted greatly
SX_7b5fc5a3de,restrictive behavior,actions governed by strict laws
SX_7b5fc5a3de,restrictive behavior,specific behaviors not permitted
SX_4ba4b263bf,subglottic laryngitis,inflammation of subglottic area
SX_4ba4b263bf,subglottic laryngitis,swelling of laryngeal submucosa
SX_4ba4b263bf,subglottic laryngitis,subglottic mucous membrane inflammation
SX_4ba4b263bf,subglottic laryngitis,laryngeal subglottic tissue swelling
SX_4ba4b263bf,subglottic laryngitis,inflamed subglottic region exists
SX_4ba4b263bf,subglottic laryngitis,subglottic airway tissue inflamed
SX_3eb7bfeec3,stridor,stridor
SX_182a1e726a,schizophrenia,schizophrenia
SX_ec4f221908,diminishment of relationship seeking,reduced desire for social interaction
SX_ec4f221908,diminishment of relationship seeking,decreased interest in relationships
SX_ec4f221908,diminishment of relationship seeking,lessening of relationship pursuit
SX_ec4f221908,diminishment of relationship seeking,reduced focus on relationships
SX_ec4f221908,diminishment of relationship seeking,reduced capacity for intimacy
SX_ec4f221908,diminishment of relationship seeking,reduced scope for friendships
SX_b78a661302,borderline personality disorder,borderline personality disorder
SX_ba4332b996,barking cough,here is a loud hacking cough
SX_ba4332b996,barking cough,loud and persistent coughing sound
SX_ba4332b996,barking cough,harsh rough coughing noise heard
SX_ba4332b996,barking cough,sharp abrupt coughing outbursts made
SX_ba4332b996,barking cough,loud harsh coughing sounds occur
SX_ba4332b996,barking cough,rough barking coughing noises rise
SX_a05c9e1ccc,bronchiolitis,inflammation of small airways
SX_a05c9e1ccc,bronchiolitis,small airway obstruction present
SX_a05c9e1ccc,bronchiolitis,infant respiratory tract inflammation
SX_a05c9e1ccc,bronchiolitis,small airway constriction occurs
SX_a05c9e1ccc,bronchiolitis,small airway obstruction noted
SX_a05c9e1ccc,bronchiolitis,small airway inflammation present
SX_84eb06786d,eczematoid dermatitis,here is a patchy skin condition
SX_84eb06786d,eczematoid dermatitis,inflamed dry itchy skin lesions
SX_84eb06786d,eczematoid dermatitis,dry scaly skin patches found
SX_84eb06786d,eczematoid dermatitis,inflammation of skin layers present
SX_84eb06786d,eczematoid dermatitis,skin inflammation evident clearly
SX_68aea9da22,respiratory tract infection,inflammation in the airways and lungs
SX_68aea9da22,respiratory tract infection,viral or bacterial infection of windpipe
SX_68aea9da22,respiratory tract infection,airway infection caused by microorganisms
SX_68aea9da22,respiratory tract infection,infection affecting the trachea and bronchi
SX_68aea9da22,respiratory tract infection,airway infection caused by microbe
SX_68aea9da22,respiratory tract infection,infection involving the tracheal passages
SX_7556a3d085,seborrheic dermatitis,flaky skin on face and ears
SX_7556a3d085,seborrheic dermatitis,red itchy patches on forehead
SX_7556a3d085,seborrheic dermatitis,oily skin with red bumps
SX_7556a3d085,seborrheic dermatitis,scaly red patches on cheeks
SX_7556a3d085,seborrheic dermatitis,scaly skin on forehead creases
SX_7556a3d085,seborrheic dermatitis,scaly skin on knees and ankles
SX_07d540eb66,strawberry tongue,here is a red tongue tip
SX_07d540eb66,strawberry tongue,tongue has strawberry colored tip
SX_07d540eb66,strawberry tongue,red color on tongue surface
SX_07d540eb66,strawberry tongue,strawberry hue on tongue edge
SX_07d540eb66,strawberry tongue,bright red tongue tip visible
SX_07d540eb66,strawberry tongue,tongue tip has red color
SX_d6de84430e,dark yellow urine,dark yellow colored body fluid produced
SX_d6de84430e,dark yellow urine,yellowish brown liquid in bladder
SX_d6de84430e,dark yellow urine,liquid waste with yellow tint
SX_d6de84430e,dark yellow urine,fluid excreted with dark yellow
SX_d6de84430e,dark yellow urine,body waste with yellow color
SX_d6de84430e,dark yellow urine,urine showing dark yellow shade
SX_82692ae868,coldness,here is a lack of warmth
SX_82692ae868,coldness,feeling of chilliness present
SX_82692ae868,coldness,no sensation of heat
SX_82692ae868,coldness,coolness in the air
SX_82692ae868,coldness,not warm to touch
SX_82692ae868,coldness,low temperature persists here
SX_11d636d142,moderate intellectual disability,moderate intellectual disability
SX_918e21f8bc,hernia,bulge in abdominal wall layer
SX_918e21f8bc,hernia,abdominal wall defect present
SX_918e21f8bc,hernia,bulge in abdominal wall
SX_918e21f8bc,hernia,opening in abdominal cavity
SX_6d9d35e9d7,microtia,microtia
SX_07f33bdfd9,deeply set eye,eye sockets very far in
SX_07f33bdfd9,deeply set eye,eyes deeply embedded in face
SX_07f33bdfd9,deeply set eye,eye crevices quite profound indeed
SX_07f33bdfd9,deeply set eye,eye cavities very deep down
SX_07f33bdfd9,deeply set eye,eyes nestled in facial curve
SX_07f33bdfd9,deeply set eye,orbit of eyes very deep
SX_87a3703699,umbilical hernia,small protrusion below navel forms
SX_87a3703699,umbilical hernia,fleshy outgrowth near umbilicus grows
SX_87a3703699,umbilical hernia,little bump at belly button site
SX_87a3703699,umbilical hernia,soft tissue protrusion from navel
SX_87a3703699,umbilical hernia,outward bulging of abdominal wall
SX_87a3703699,umbilical hernia,abnormal growth near navel
SX_95b4d2da39,down-sloping shoulders,shoulders slope downward slightly
SX_95b4d2da39,down-sloping shoulders,upper back curves inward slightly
SX_95b4d2da39,down-sloping shoulders,shoulder blades angle downward
SX_95b4d2da39,down-sloping shoulders,upper shoulder area dips down
SX_95b4d2da39,down-sloping shoulders,back of shoulders drops down
SX_95b4d2da39,down-sloping shoulders,shoulders slant downward gradually
SX_b526aa05e7,"flattened, squared-off epiphyses of tubular bones",here is a flat epiphysis plate
SX_b526aa05e7,"flattened, squared-off epiphyses of tubular bones",tubular bone ends are flat square
SX_b526aa05e7,"flattened, squared-off epiphyses of tubular bones",bone ends are squared off flat
SX_b526aa05e7,"flattened, squared-off epiphyses of tubular bones",epiphyses of tubular bones are flat
SX_b526aa05e7,"flattened, squared-off epiphyses of tubular bones",squared off ends on tubular bones
SX_b526aa05e7,"flattened, squared-off epiphyses of tubular bones",flat and square bone endings found
SX_c74a48af91,short palm,here is a short palm
SX_c74a48af91,short palm,palm length is not long
SX_c74a48af91,short palm,hand palm does not extend
SX_c74a48af91,short palm,palm area is small size
SX_c74a48af91,short palm,shortness of the palm
SX_c74a48af91,short palm,palm measurement is brief
SX_905a06b765,narrow mouth,small opening in the mouth
SX_905a06b765,narrow mouth,slender entrance to the mouth
SX_905a06b765,narrow mouth,narrow slit for breathing
SX_905a06b765,narrow mouth,limited space inside mouth
SX_905a06b765,narrow mouth,short distance between lips
SX_905a06b765,narrow mouth,shallow cavity for tongue
SX_c96fe177ad,aphthous ulcer,ulcers form on tongue surface
SX_c96fe177ad,aphthous ulcer,painless bumps turn into ulcers
SX_c96fe177ad,aphthous ulcer,ulcerative lesions occur randomly
SX_b49be654ba,asthenopia,asthenopia
SX_48b92ceba4,esophageal atresia,esophagus does not connect to stomach
SX_48b92ceba4,esophageal atresia,stomach and esophagus are separate
SX_48b92ceba4,esophageal atresia,esophagus is blocked from stomach
SX_48b92ceba4,esophageal atresia,no connection between esophagus and stomach
SX_48b92ceba4,esophageal atresia,esophagus and stomach do not join
SX_48b92ceba4,esophageal atresia,esophagus does not attach to stomach
SX_40b57b4b9b,duodenal atresia,blockage in duodenal tube
SX_40b57b4b9b,duodenal atresia,constriction of duodenal canal
SX_40b57b4b9b,duodenal atresia,narrowed duodenal opening remains
SX_40b57b4b9b,duodenal atresia,duodenal tube is blocked
SX_40b57b4b9b,duodenal atresia,duodenal constriction occurs naturally
SX_40b57b4b9b,duodenal atresia,constricted duodenal opening exists
SX_b9674b28a2,chronic constipation,slow bowel movement habitually persists
SX_b9674b28a2,chronic constipation,infrequent bowel movements occur regularly
SX_b9674b28a2,chronic constipation,stool passage is slow always
SX_b9674b28a2,chronic constipation,bowel habits are irregularly slow
SX_b9674b28a2,chronic constipation,passage of stool takes time
SX_b9674b28a2,chronic constipation,bowel movements happen infrequently
SX_3d2f65ca78,astigmatism,astigmatism
SX_de7989820e,brushfield spots,white flecks on tooth enamel
SX_de7989820e,brushfield spots,minute white spots on teeth
SX_de7989820e,brushfield spots,tiny white flecks on enamel
SX_de7989820e,brushfield spots,white dots on tooth surface
SX_de7989820e,brushfield spots,minuscule white spots on enamel
SX_b36995f7e2,hypermetropia,hypermetropia
SX_63f7ce0ba5,halitosis,halitosis
SX_59b2b3f948,visual impairment,here is a reduced visual acuity
SX_59b2b3f948,visual impairment,partial blindness affects daily life
SX_59b2b3f948,visual impairment,difficulty seeing objects clearly
SX_59b2b3f948,visual impairment,eyesight deteriorates over time
SX_59b2b3f948,visual impairment,visual clarity is impaired
SX_59b2b3f948,visual impairment,limited visual perception
SX_45262baff9,facial palsy,facial muscles weakened on one side
SX_45262baff9,facial palsy,one half of face affected
SX_45262baff9,facial palsy,nerve damage affects facial movement
SX_45262baff9,facial palsy,weakened facial muscles noticed
SX_45262baff9,facial palsy,facial muscle impairment observed
SX_45262baff9,facial palsy,nerve problem causes facial issue
SX_1ed3d2f591,hemoptysis,hemoptysis
SX_fbae19d921,oral hairy leukoplakia,hairy white lesions on oral mucosa
SX_fbae19d921,oral hairy leukoplakia,oral mucosal thickening with hair
SX_fbae19d921,oral hairy leukoplakia,oral hairy whitish plaque formation
SX_fbae19d921,oral hairy leukoplakia,hairy leukoplakia on oral surfaces
SX_fbae19d921,oral hairy leukoplakia,thickened oral mucosa with hairs
SX_fbae19d921,oral hairy leukoplakia,hairy whitish plaque formation inside
SX_3a2ca7ac86,smooth philtrum,smooth upper lip curve
SX_3a2ca7ac86,smooth philtrum,flat philtrum with no bumps
SX_3a2ca7ac86,smooth philtrum,smoothness of the philtral area
SX_3a2ca7ac86,smooth philtrum,flat and smooth upper lip zone
SX_cb73b94f50,periodontitis,inflammation of gums and bone
SX_cb73b94f50,periodontitis,gum disease around teeth
SX_cb73b94f50,periodontitis,infection in gum tissue
SX_cb73b94f50,periodontitis,gum infection with bone
SX_cb73b94f50,periodontitis,inflamed gum and bone
SX_cb73b94f50,periodontitis,disease of tooth support
SX_62f1405927,chin with h-shaped crease,chin has an h shape crease
SX_62f1405927,chin with h-shaped crease,hollowed out chin area exists
SX_62f1405927,chin with h-shaped crease,chin has a distinctive curve
SX_62f1405927,chin with h-shaped crease,chin has a unique shape
SX_62f1405927,chin with h-shaped crease,h shaped depression on chin
SX_62f1405927,chin with h-shaped crease,chin has a curved groove
SX_19eee3532f,splinter hemorrhages,fingertips display small hemorrhages
SX_c5111c046f,underdeveloped nasolabial fold,nasolabial fold lacks definition
SX_c5111c046f,underdeveloped nasolabial fold,nasolabial crease is small
SX_c5111c046f,underdeveloped nasolabial fold,nasolabial fold is not prominent enough
SX_c5111c046f,underdeveloped nasolabial fold,not much of a fold exists
SX_efda8282c8,endocarditis,inflammation of heart lining tissue
SX_efda8282c8,endocarditis,infection of heart valves and chambers
SX_efda8282c8,endocarditis,heart valve inflammation and infection
SX_efda8282c8,endocarditis,infection of heart inner lining
SX_efda8282c8,endocarditis,heart lining and valve infection
SX_efda8282c8,endocarditis,infection of heart muscle walls
SX_b3a804b4bf,peripheral cyanosis,peripheral skin shows blue
SX_ffef643e97,disseminated histoplasmosis,histoplasma capsulatum infects widely
SX_62dae8b123,constrictive pericarditis,inflammation of the pericardial sac
SX_62dae8b123,constrictive pericarditis,pericardium constricts around heart
SX_62dae8b123,constrictive pericarditis,pericardium thickens and narrows
SX_62dae8b123,constrictive pericarditis,pericardial sac reduces its size
SX_62dae8b123,constrictive pericarditis,fibrosis causes cardiac constriction
SX_62dae8b123,constrictive pericarditis,constriction of pericardial lining
SX_5beb2407fd,poor suck,poor suck
SX_823b6f9d21,central cyanosis,cyanotic hue on face and hands
SX_823b6f9d21,central cyanosis,cyanotic appearance of skin areas
SX_823b6f9d21,central cyanosis,cyanotic hue on face
SX_823b6f9d21,central cyanosis,cyanosis affects skin surfaces
SX_14b825fddd,sense of impending doom,darkness looming on the horizon
SX_14b825fddd,sense of impending doom,something bad is about to happen
SX_14b825fddd,sense of impending doom,unpleasant event is near
SX_14b825fddd,sense of impending doom,disaster is waiting patiently
SX_14b825fddd,sense of impending doom,despair is coming soon now
SX_14b825fddd,sense of impending doom,fear of unknown outcome
SX_a50f72f880,odynophagia,odynophagia
SX_a4f7e75e70,hematochezia,stool contains red blood cells
SX_a4f7e75e70,hematochezia,blood present in feces found
SX_be2d98493f,dysphonia,dysphonia
SX_98fe04da28,anal fissure,linear crack in anal skin
SX_98fe04da28,anal fissure,narrow gap in anal wall
SX_98fe04da28,anal fissure,shallow cut in anal canal
SX_98fe04da28,anal fissure,minute hole in anal layer
SX_98fe04da28,anal fissure,small crevice in anus area
SX_98fe04da28,anal fissure,tiny fissure in anal zone
SX_44afc911fa,anal pain,anal ache in lower region
SX_44afc911fa,anal pain,painful sensation in anus area
SX_44afc911fa,anal pain,discomfort in anal opening
SX_44afc911fa,anal pain,painful feeling in buttocks
SX_44afc911fa,anal pain,pain in anal canal wall
SX_44afc911fa,anal pain,aching in rectum lining
SX_7d908c2c6f,febrile seizure (within the age range of 3 months to 6 years),fever related seizure in young children
SX_7d908c2c6f,febrile seizure (within the age range of 3 months to 6 years),infants experience seizures with high fever
SX_7d908c2c6f,febrile seizure (within the age range of 3 months to 6 years),young kids have seizures from fever
SX_7d908c2c6f,febrile seizure (within the age range of 3 months to 6 years),high fever causes infant seizures
SX_7d908c2c6f,febrile seizure (within the age range of 3 months to 6 years),children under 6 get fever seizures
SX_7d908c2c6f,febrile seizure (within the age range of 3 months to 6 years),seizures occur with elevated body temp
SX_335ffa06c4,tachypnea,tachypnea
SX_b97887e0ab,recurrent skin infections,recurring skin infections occur frequently
SX_b97887e0ab,recurrent skin infections,skin problems keep coming back
SX_b97887e0ab,recurrent skin infections,skin issues persistently recur
SX_b97887e0ab,recurrent skin infections,frequent outbreaks of skin disease
SX_b97887e0ab,recurrent skin infections,skin infection returns often times
SX_b97887e0ab,recurrent skin infections,persistent skin infection episodes
SX_ad54c6c306,nephrolithiasis,tiny crystals form in kidney
SX_3cbf7092d8,lung abscess,pocket of pus in lung tissue
SX_3cbf7092d8,lung abscess,infected fluid in lung cavity
SX_3cbf7092d8,lung abscess,infection within lung sacs
SX_3cbf7092d8,lung abscess,pus filled lung air spaces
SX_3cbf7092d8,lung abscess,fluid filled lung pocket
SX_3cbf7092d8,lung abscess,inflamed lung tissue with pus
SX_04e1c5a65c,delayed ability to walk,delayed mobility onset
SX_04e1c5a65c,delayed ability to walk,walking impaired for now
SX_04e1c5a65c,delayed ability to walk,ability to walk delayed
SX_04e1c5a65c,delayed ability to walk,walking not possible yet
SX_04e1c5a65c,delayed ability to walk,walks slow and late
SX_04e1c5a65c,delayed ability to walk,can't start walking soon
SX_8d2f696801,lower-limb joint contracture,knee contracture develops slowly over time
SX_8d2f696801,lower-limb joint contracture,knee joint becomes immobile now
SX_8d2f696801,lower-limb joint contracture,ankle contracture is quite severe
SX_8d2f696801,lower-limb joint contracture,knee joint loses flexibility now
SX_8d2f696801,lower-limb joint contracture,knee contracture is not new
SX_8d2f696801,lower-limb joint contracture,joint movement restricted severely now
SX_4a49f9a729,interrupted aortic arch type b,the aorta is not continuous
SX_4a49f9a729,interrupted aortic arch type b,there is no aortic loop
SX_4a49f9a729,interrupted aortic arch type b,the arch is not complete
SX_4a49f9a729,interrupted aortic arch type b,aortic arch is interrupted here
SX_4a49f9a729,interrupted aortic arch type b,the aortic arch is narrow
SX_4a49f9a729,interrupted aortic arch type b,the arch is not fully formed
SX_99a026b047,atonic seizure,atonic seizure
SX_0aa3009ee9,subungual hyperkeratosis,hyperkeratosis of nail bed
SX_0aa3009ee9,subungual hyperkeratosis,hyperkeratosis on nail surface
SX_b27c20573a,postexertional symptom exacerbation,exertion triggers increased symptom severity
SX_b27c20573a,postexertional symptom exacerbation,symptoms intensify following physical effort
SX_b27c20573a,postexertional symptom exacerbation,activity leads to symptom escalation
SX_b27c20573a,postexertional symptom exacerbation,post exertion symptom levels rise
SX_b27c20573a,postexertional symptom exacerbation,physical activity worsens existing symptoms
SX_b27c20573a,postexertional symptom exacerbation,exercise increases symptom intensity now
SX_2afbd1f77f,abscess,infected fluid filled sac
SX_2afbd1f77f,abscess,inflamed pocket of infection
SX_2afbd1f77f,abscess,subcutaneous collection of pus
SX_2afbd1f77f,abscess,inflamed area with pus inside
SX_2afbd1f77f,abscess,subcutaneous pocket of infection
SX_2afbd1f77f,abscess,small enclosed space with infection
SX_bb563b88e1,limited neck range of motion,limited neck movement possible
SX_bb563b88e1,limited neck range of motion,neck doesn't bend easily
SX_bb563b88e1,limited neck range of motion,head doesn't move freely
SX_bb563b88e1,limited neck range of motion,small range of motion
SX_bb563b88e1,limited neck range of motion,minimal neck mobility
SX_bb563b88e1,limited neck range of motion,restricted neck rotation
SX_0058b2344a,stiff hip,hip feels rigid and unyielding
SX_0058b2344a,stiff hip,hip joint lacks flexibility now
SX_0058b2344a,stiff hip,hip movement is stiffened
SX_0058b2344a,stiff hip,hip stiffness is noticeable here
SX_0058b2344a,stiff hip,hip doesn't bend easily anymore
SX_0058b2344a,stiff hip,hip is less flexible today
SX_c8e3982ed0,groin pain,here is pain in groin area
SX_c8e3982ed0,groin pain,aching feeling in groin region
SX_c8e3982ed0,groin pain,sharp discomfort in genital area
SX_c8e3982ed0,groin pain,soreness in pubic bone space
SX_c8e3982ed0,groin pain,tender spot on thigh side
SX_c8e3982ed0,groin pain,pain below belly button edge
SX_e15167237e,brain fog,cloudy mental clarity
SX_e15167237e,brain fog,mind unclear and foggy
SX_e15167237e,brain fog,mental haze persists always
SX_e15167237e,brain fog,brain unclear and cloudy
SX_e15167237e,brain fog,mental fogginess prevails here
SX_e15167237e,brain fog,mind unclear and hazy
SX_c4f0f14160,auditory hypersensitivity,here is sensitivity to sound levels
SX_c4f0f14160,auditory hypersensitivity,sound is overwhelming and intense
SX_c4f0f14160,auditory hypersensitivity,high pitched sounds are bothersome
SX_c4f0f14160,auditory hypersensitivity,sensitive to everyday sounds
SX_c4f0f14160,auditory hypersensitivity,sounds are too loud always
SX_c4f0f14160,auditory hypersensitivity,intense sounds are unbearable
SX_465a53cd02,profound intellectual disability,severe limitations in intellectual functioning evident
SX_465a53cd02,profound intellectual disability,extreme difficulties with learning and thinking
SX_465a53cd02,profound intellectual disability,markedly reduced capacity for complex thought
SX_465a53cd02,profound intellectual disability,distinctive lack of critical thinking abilities
SX_465a53cd02,profound intellectual disability,substantial deficits in intellectual abilities
SX_465a53cd02,profound intellectual disability,markedly reduced mental processing capacity
SX_1439048fa6,urinary retention,urine stays in bladder area
SX_1439048fa6,urinary retention,fluid builds up inside bladder
SX_1439048fa6,urinary retention,urine doesn't flow normally
SX_1439048fa6,urinary retention,urine accumulation in bladder
SX_1439048fa6,urinary retention,bladder can't empty fully
SX_1439048fa6,urinary retention,urine stays behind valve
SX_50487b8975,bladder stones,here are small stones in bladder
SX_50487b8975,bladder stones,mineral buildup in bladder lining
SX_50487b8975,bladder stones,hardened minerals in bladder wall
SX_50487b8975,bladder stones,small mineral particles in urine
SX_50487b8975,bladder stones,minerals accumulate in bladder space
SX_50487b8975,bladder stones,small stones form in bladder
SX_c7ebce7c7a,neoplasm of the lung,abnormal growth in lung tissue
SX_c7ebce7c7a,neoplasm of the lung,lung tumor formation process
SX_c7ebce7c7a,neoplasm of the lung,lungs develop abnormal mass
SX_c7ebce7c7a,neoplasm of the lung,unusual cell growth lung area
SX_c7ebce7c7a,neoplasm of the lung,mass forms in lung space
SX_c7ebce7c7a,neoplasm of the lung,growth occurs in lung cavity
SX_ed8951207a,erythema,reddened appearance of the skin
SX_ed8951207a,erythema,reddened skin is present
SX_ed8951207a,erythema,redness in the skin
SX_ed8951207a,erythema,red appearance of the skin
SX_806cccb294,erythema nodosum,lumps form under skin surface
SX_806cccb294,erythema nodosum,red nodules develop on body
SX_806cccb294,erythema nodosum,small red bumps on legs
SX_806cccb294,erythema nodosum,erythematous nodules on the skin
SX_806cccb294,erythema nodosum,nodules appear on skin surface
SX_806cccb294,erythema nodosum,reddish bumps on lower limbs
SX_3526dc9320,gait ataxia,loss of coordination in gait
SX_3526dc9320,gait ataxia,gait becomes uncoordinated suddenly
SX_3526dc9320,gait ataxia,gait lacks smoothness always
SX_3526dc9320,gait ataxia,abnormal walking movement seen
SX_3526dc9320,gait ataxia,gait is not stable always
SX_3526dc9320,gait ataxia,unstable gait persists constantly
SX_9aaa115a1d,hydrophobia,fear of water immersion
SX_9aaa115a1d,hydrophobia,avoidance of water contact
SX_9aaa115a1d,hydrophobia,water aversion disorder
SX_9aaa115a1d,hydrophobia,water phobic condition
SX_9aaa115a1d,hydrophobia,intense fear of water
SX_9aaa115a1d,hydrophobia,extreme water anxiety
SX_f176fcf68f,coccidioidomycosis,fungal respiratory infection disease
SX_f176fcf68f,coccidioidomycosis,coccidiosis like condition in humans
SX_f176fcf68f,coccidioidomycosis,pneumonia caused by fungus spores
SX_f176fcf68f,coccidioidomycosis,infection from coccidioides bacteria
SX_f176fcf68f,coccidioidomycosis,lung infection caused by fungus
SX_f176fcf68f,coccidioidomycosis,coccidiosis like disease in humans
SX_b17db6cd93,multiple prenatal fractures,multiple fractures in fetal skeleton
SX_b17db6cd93,multiple prenatal fractures,fetal bones show multiple breaks
SX_b17db6cd93,multiple prenatal fractures,prenatal xray shows fractures
SX_b17db6cd93,multiple prenatal fractures,multiple bone breaks detected
SX_b17db6cd93,multiple prenatal fractures,fractures evident on ultrasound
SX_b17db6cd93,multiple prenatal fractures,fetal fracture diagnosis confirmed
SX_4a0bcad2f7,hyperreflexia,hyperreflexia
SX_6eae5dc802,tip-toe gait,stepping lightly on tiptoes alone
SX_6eae5dc802,tip-toe gait,gently moving one foot at time
SX_6eae5dc802,tip-toe gait,careful gait with minimal sound
SX_6eae5dc802,tip-toe gait,softly moving one foot at time
SX_6eae5dc802,tip-toe gait,stepping lightly on tiptoes always
SX_6eae5dc802,tip-toe gait,stepping lightly on the ground
SX_54eba24cc3,horner syndrome,horner syndrome
SX_4933172c02,chronic cough,persistent coughing every day
SX_4933172c02,chronic cough,coughs repeatedly over long time
SX_4933172c02,chronic cough,recurring cough without relief
SX_4933172c02,chronic cough,long lasting coughing habit forms
SX_4933172c02,chronic cough,daily persistent cough persists here
SX_4933172c02,chronic cough,coughs frequently for months now
SX_6582dc840f,premature graying of hair,graying of hair early on
SX_6582dc840f,premature graying of hair,hair turns gray too soon
SX_6582dc840f,premature graying of hair,gray strands appear prematurely
SX_6582dc840f,premature graying of hair,hair loses color quickly
SX_6582dc840f,premature graying of hair,color fades from hair
SX_6582dc840f,premature graying of hair,gray hairs appear suddenly
SX_f5dfebe090,areflexia of lower limbs,no reflexes in lower limb muscles
SX_f5dfebe090,areflexia of lower limbs,absence of reflexes in legs
SX_f5dfebe090,areflexia of lower limbs,lower limbs show no reflexes
SX_f5dfebe090,areflexia of lower limbs,reflexes absent in leg joints
SX_f5dfebe090,areflexia of lower limbs,legs do not exhibit reflexes
SX_f5dfebe090,areflexia of lower limbs,lower limb reflexes are absent
SX_167610cb48,uncontrolled eye movements,eyes move on their own
SX_167610cb48,uncontrolled eye movements,unstable gaze persists always
SX_167610cb48,uncontrolled eye movements,rapid eye flickers occur
SX_167610cb48,uncontrolled eye movements,eyes wander without control
SX_167610cb48,uncontrolled eye movements,quick eye jerks happen
SX_167610cb48,uncontrolled eye movements,unpredictable eye action seen
SX_402fd99045,poor wound healing,slow healing process observed
SX_402fd99045,poor wound healing,wound takes long time to close
SX_402fd99045,poor wound healing,healing is not progressing well
SX_402fd99045,poor wound healing,wound does not improve much
SX_402fd99045,poor wound healing,does not heal quickly enough
SX_402fd99045,poor wound healing,not showing signs of healing
SX_6ac886132b,pes planus,pes planus
SX_ef875d2410,joint hypermobility,excessive joint flexibility exists here
SX_ef875d2410,joint hypermobility,joint mobility exceeds norms here
SX_7b730c1bd6,opacification of the corneal stroma,corneal stroma becomes cloudy white
SX_7b730c1bd6,opacification of the corneal stroma,cloudy material fills corneal space
